Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas7589          Pavarde7589              5     3     2     4    10     3
Vardas7590          Pavarde7590             10     7     1     3     0     7
Vardas7591          Pavarde7591              7     9     6     7     5     2
Vardas7592          Pavarde7592             10     1     5     9     5     7
Vardas7593          Pavarde7593             10     7     7     2     5     9
Vardas7594          Pavarde7594              4     5     5     6     3     2
Vardas7595          Pavarde7595              4     8     1    10     7     1
Vardas7596          Pavarde7596              3    10     4     7     2     7
Vardas7597          Pavarde7597              6     7    10     3     0     9
Vardas7598          Pavarde7598              6     3    10     5     6     9
Vardas7599          Pavarde7599              7    10     5     3     7     2
Vardas7600          Pavarde7600              3     5     1     4    10     5
Vardas7601          Pavarde7601              7     2     1     3     6     4
Vardas7602          Pavarde7602              8     6     4     8     6     1
Vardas7603          Pavarde7603              4     6     4     0     1     7
Vardas7604          Pavarde7604              3     6     8     5     6     7
Vardas7605          Pavarde7605              1     7     8     6     0     6
Vardas7606          Pavarde7606              7     9     3     4     0     8
Vardas7607          Pavarde7607              8     0     3     2     6     2
Vardas7608          Pavarde7608              1    10     7     4     6     4
Vardas7609          Pavarde7609              5     7    10    10     2     9
Vardas7610          Pavarde7610             10    10     0     2    10     4
Vardas7611          Pavarde7611              4     8     5     4     6     0
Vardas7612          Pavarde7612              6    10     1     7     1     3
Vardas7613          Pavarde7613             10     7     0     7     6    10
Vardas7614          Pavarde7614              2    10     1    10     3     6
Vardas7615          Pavarde7615              9     9     9     0     9     5
Vardas7616          Pavarde7616             10    10     4     5     2     9
Vardas7617          Pavarde7617              6     2    10     7     5     6
Vardas7618          Pavarde7618              9     3     2     4     1     1
Vardas7619          Pavarde7619              4     8     9     2     5     4
Vardas7620          Pavarde7620             10    10     3     4     6     1
Vardas7621          Pavarde7621              8     3    10     3     6     8
Vardas7622          Pavarde7622              0     5     8    10     2     6
Vardas7623          Pavarde7623              2     5     8     0     4     1
Vardas7624          Pavarde7624              5     0     0     1     2     5
Vardas7625          Pavarde7625              7     9     6     3    10     9
Vardas7626          Pavarde7626              0     5     2     8     8     2
Vardas7627          Pavarde7627              2     8     1     0     5     8
Vardas7628          Pavarde7628              3     4     5     0    10     9
Vardas7629          Pavarde7629              6     7    10     8     1     0
Vardas7630          Pavarde7630              2     6     2     7     4     3
Vardas7631          Pavarde7631              3     3     9     1    10     0
Vardas7632          Pavarde7632             10     6     0     7     6     7
Vardas7633          Pavarde7633              1    10     0     6     6     2
Vardas7634          Pavarde7634              5     5     7     4    10     4
Vardas7635          Pavarde7635              7     1     6     6     7     1
Vardas7636          Pavarde7636              7     1     0     7     0     9
Vardas7637          Pavarde7637              7     8     3     5     6    10
Vardas7638          Pavarde7638              2    10     3     8    10     1
Vardas7639          Pavarde7639              8     4     1     2     0     3
Vardas7640          Pavarde7640              2     1     4     8     9    10
Vardas7641          Pavarde7641              7     0     6     1     9     6
Vardas7642          Pavarde7642              8    10    10     5    10     6
Vardas7643          Pavarde7643              7     7     8     1     8     6
Vardas7644          Pavarde7644              7     1     9    10     6     9
Vardas7645          Pavarde7645              0     3     8     8     7     1
Vardas7646          Pavarde7646              3     1     9     1     8     8
Vardas7647          Pavarde7647              4     2     6     1     8     2
Vardas7648          Pavarde7648              3     7     0     5    10     7
